Gene Name,Product Annotation,BaseMean,BaseMeanA,BaseMeanB,Fold Change,log2 Fold-Change,P-value,FDR,Effect
sipC,pathogenicity island 1 effector protein,366.3967947,886.742554,19.49962188,0.021990173,-5.506997257,3.79E-10,3.75E-08,Downregulated
sipD,pathogenicity island 1 effector protein,126.1224894,309.0275617,4.185774541,0.013544988,-6.2060971,1.25E-05,0.000326369,Downregulated
sirA,invasion response-regulator,70.07291156,150.0676316,16.74309817,0.11157035,-3.163974417,9.78E-09,6.86E-07,Downregulated
SL0084,putative sulfatase,174.8306684,341.5791188,63.66503474,0.186384446,-2.423646626,0.007990539,0.065934574,Downregulated
SL0160,HNH endonuclease,270.0679414,632.5657897,28.40270924,0.044900799,-4.477115079,4.99E-11,6.03E-09,Downregulated
SL0161,conserved hypothetical protein,60.35659461,127.3215554,15.71328745,0.123414196,-3.018419736,1.49E-05,0.000377582,Downregulated
SL0286,Rhs-family protein (SPI-6 associated),380.1052086,806.9617593,95.53417473,0.118387487,-3.078411493,0.001873202,0.020252982,Downregulated
SL0286A,conserved hypothetical protein (SPI-6 associated),34.236639,75.97545751,6.410759984,0.084379353,-3.566966157,8.52E-05,0.001592828,Downregulated
SL0301,conserved hypothetical protein (SPI-6 associated),29.96622557,5.404090723,46.34098213,8.575167315,3.100164821,0.005761958,0.050548791,Upregulated
SL0348,putative cation transport atpase (ec 3.6.1.-),25.64822375,9.959344935,36.10747629,3.62548707,1.858174829,0.000640989,0.008697998,Upregulated
SL0358,AraC-family transcriptional regulator,37.10902842,13.44681061,52.88384029,3.932816624,1.975562919,3.15E-06,0.000101286,Upregulated
SL0397,probable peroxidase,1006.462013,1778.939406,491.4770842,0.276275337,-1.855821315,0.00021054,0.003388699,Downregulated
SL0415,putative oxidoreductase,71.11170189,138.9136819,25.91038187,0.186521454,-2.422586517,0.001405083,0.016094254,Downregulated
SL0459,conserved hypothetical lipoprotein,188.3425827,313.470303,104.9241026,0.33471784,-1.57898265,0.004433723,0.040474001,Downregulated
SL0464,putative membrane protein,56.68762276,114.2124874,18.337713,0.160557864,-2.638834768,0.001156256,0.013647169,Downregulated
SL0555,conserved hypothetical protein,61.99767834,132.8207322,14.78230907,0.111295193,-3.167536809,1.98E-06,6.82E-05,Downregulated
SL0570,putative membrane protein,36.05157781,75.1055744,10.01558008,0.133353352,-2.906674008,0.011882815,0.088035338,Downregulated
SL0600,molybdopterin-containing oxidoreductase iron-sulfur subunit,10.22824064,3.397137989,14.78230907,4.35140083,2.121479917,0.006147035,0.053282471,Upregulated
SL0630,conserved hypothetical protein,18.9867026,33.04254653,9.616139976,0.291022968,-1.780795075,0.001577086,0.01771711,Downregulated
SL0640,putative sigma-54 dependent transcriptional regulator,112.3910178,234.2386951,31.15923296,0.133023423,-2.910247797,5.25E-08,2.77E-06,Downregulated
SL0698,putative protein,9.330454316,1.152672191,14.78230907,12.8243825,3.680817456,2.63E-05,0.000595339,Upregulated
SL0713,putative exported protein,235.6535597,481.9005564,71.48889522,0.148347816,-2.752944405,3.25E-15,7.86E-13,Downregulated
SL0736,putative exported protein,74.5903572,150.1504909,24.2169347,0.161284419,-2.632321022,0.001041185,0.012608194,Downregulated
SL0757,putative membrane protein,30.79767785,62.84225618,9.434625636,0.150131873,-2.735697799,4.12E-07,1.73E-05,Downregulated
SL0783,putative membrane protein,30.29012351,59.03319958,11.1280728,0.188505331,-2.407322774,0.007918413,0.065505047,Downregulated
SL0801,conserved hypothetical protein,27.87370834,47.51080724,14.78230907,0.311135717,-1.684384076,0.001667105,0.018411492,Downregulated
SL0818,conserved hypothetical protein,57.80093699,125.542334,12.64000563,0.100683214,-3.312104925,8.28E-06,0.000230907,Downregulated
SL0829,conserved hypothetical protein,503.3772043,1089.370965,112.7146972,0.10346769,-3.27274777,3.22E-05,0.000708464,Downregulated
SL0847,putative membrane protein,58.03207674,122.1094208,15.31384734,0.125410859,-2.995265824,0.00315732,0.03048495,Downregulated
SL0868,probable lipoprotein,256.6032393,538.5359232,68.6481167,0.12747175,-2.971750536,5.64E-16,1.47E-13,Downregulated
SL0908,putative conserved hypothetical protein,26.55760435,63.25467997,2.092887271,0.033086679,-4.917605712,0.003144598,0.030407098,Downregulated
SL0924,conserved hypothetical protein,35.66332382,79.34166313,6.54443095,0.082484166,-3.599738981,0.000817509,0.01058706,Downregulated
SL0926,conserved hypothetical protein,35.53125399,72.13602578,11.1280728,0.154265122,-2.696516179,0.007750028,0.064531478,Downregulated
SL0956,predicted bacteriophage protein,85.05985958,169.6469314,28.66847838,0.168989077,-2.564998096,0.001217513,0.014292045,Downregulated
SL0989,bacteriophage tail fibre assembly protein,11.79439733,3.975051571,17.00729451,4.278509148,2.097108175,0.013452244,0.095959337,Upregulated
SL0992,transposase (remnant),20.42504027,2.179875008,32.58848379,14.94970292,3.902044911,4.30E-12,6.23E-10,Upregulated
SL1008,conserved hypothetical protein,33.32068494,54.84958694,18.96808361,0.34581999,-1.531906829,0.00103926,0.012608194,Downregulated
SL1009,conserved hypothetical protein,31.73580103,65.98487153,8.903087359,0.134926191,-2.889757676,0.012262008,0.090230134,Downregulated
SL1019,conserved hypothetical protein,57.16840729,100.7179673,28.13536731,0.279348046,-1.839864368,0.003492871,0.032971107,Downregulated
SL1065,putative transcriptional regulator,226.4868563,404.4761878,107.827302,0.266585043,-1.907332254,1.12E-08,7.75E-07,Downregulated
SL1071,putative oxidoreductase,29.56947566,58.02888737,10.59653453,0.182607922,-2.453178742,0.003747576,0.034993464,Downregulated
SL1075,putative membrane protein,29.85103729,10.79562168,42.5546477,3.941843182,1.978870383,1.98E-06,6.82E-05,Upregulated
SL1098,conserved hypothetical protein,115.0910018,280.6515352,4.717312818,0.016808434,-5.894670867,6.51E-12,9.05E-10,Downregulated
SL1147,conserved hypothetical protein,131.6302544,258.6927312,46.92193658,0.181380962,-2.462905055,3.93E-05,0.00082774,Downregulated
SL1150,putative TetR-family regulatory protein,394.3382557,891.8233974,62.6814946,0.070284649,-3.830646564,0.000353324,0.005338301,Downregulated
SL1177,predicted bacteriophage protein,65.59315356,137.6746347,17.53883279,0.127393349,-2.972638137,9.75E-06,0.000263002,Downregulated
SL1187,putative heat shock protein,303.1845778,586.599633,114.2412076,0.194751584,-2.360293034,0.000864799,0.010981599,Downregulated
SL1190,putative lipoprotein,23.55696377,40.72970839,12.10846735,0.297288339,-1.75006522,0.012978773,0.093564953,Downregulated
SL1201,putative transcriptional regulator,37.76921999,74.99026356,12.95519093,0.172758306,-2.533173016,0.002652293,0.026715304,Downregulated
SL1218,conserved hypothetical membrane protein,134.4335723,260.0956486,50.65885485,0.194770098,-2.360155893,7.62E-07,2.94E-05,Downregulated
SL1220,conserved hypothetical protein,396.150438,684.2026062,204.1156592,0.29832634,-1.745036733,0.000931857,0.011668771,Downregulated
SL1221,putative outer membrane protein,197.8449525,334.2132788,106.9327351,0.31995358,-1.644065485,0.001820986,0.019776329,Downregulated
SL1235,putative exported protein,58.67334752,132.2591588,9.616139976,0.072706798,-3.781765924,2.12E-07,9.73E-06,Downregulated
SL1236,putative MutT-family protein,31.04397369,61.71513245,10.59653453,0.17170075,-2.542031754,0.010007662,0.077393375,Downregulated
SL1257,putative hydrolase,26.96646205,48.18387518,12.82151997,0.266095658,-1.909983126,0.00741679,0.062544434,Downregulated
SL1259,conserved hypothetical protein,68.09661579,133.3169773,24.61637481,0.184645462,-2.437170292,0.000735904,0.009703525,Downregulated
SL1299,conserved hypothetical FAD-binding protein,32.06447321,14.18533525,43.98389852,3.100659783,1.632575236,6.31E-06,0.000185405,Upregulated
SL1300,conserved hypothetical protein,215.5201984,450.2548901,59.03040393,0.131104415,-2.931211826,4.90E-12,6.95E-10,Downregulated
SL1304,conserved hypothetical protein,29.89340568,9.757839472,43.31711648,4.439211836,2.150303555,0.011521353,0.085942709,Upregulated
SL1305,putative ABC transport ATP-binding subunit,58.02629798,16.05995143,86.00386235,5.355175743,2.420933921,0.001093529,0.013183548,Upregulated
SL1315,hypothetical protein,18.22703083,39.28891526,4.185774541,0.106538308,-3.230555826,3.82E-05,0.000809884,Downregulated
SL1322,conserved hypothetical protein,114.2412132,243.6722535,27.95385297,0.114719065,-3.12382293,1.59E-06,5.69E-05,Downregulated
SL1324,putative transcriptional regulator,147.0957294,46.22029434,214.3460194,4.637487114,2.213343273,0.003201019,0.030770326,Upregulated
SL1345,putative pathogenicity island protein,326.0049885,41.34506079,515.7782737,12.47496711,3.640964107,0.008299253,0.067626996,Upregulated
SL1364,putative secreted protein,284.0990639,607.0055723,68.82805825,0.1133895,-3.140641046,0.000395501,0.005853597,Downregulated
SL1392,putative membrane protein,42.55029149,86.74243588,13.0888619,0.15089341,-2.728398299,0.004169094,0.038326308,Downregulated
SL1411,putative membrane protein,29.76023209,57.70847103,11.1280728,0.19283257,-2.374579344,0.009048343,0.071672977,Downregulated
SL1431,conserved hypothetical protein,28.06902707,63.09659846,4.717312818,0.074763346,-3.741525053,5.51E-05,0.001089183,Downregulated
SL1433,putative secreted protein,68.09899593,111.8227484,38.9498276,0.348317566,-1.521524862,1.05E-06,3.90E-05,Downregulated
SL1439,conserved hypothetical protein,46.22720969,107.2219696,5.564036401,0.05189269,-4.268324874,4.58E-05,0.000932513,Downregulated
SL1457,putative membrane protein,35.05691006,61.33402597,17.53883279,0.285956001,-1.806134913,1.57E-05,0.000391609,Downregulated
SL1477,putative isomerase,239.591406,29.73877095,379.4931627,12.76088926,3.673656963,0.008204501,0.067167151,Upregulated
SL1479,plasmid stability protein,70.43754156,139.6943276,24.26635087,0.173710352,-2.52524436,1.99E-07,9.33E-06,Downregulated
SL1480,plasmid stability protein,36.07025571,83.89697747,4.185774541,0.04989184,-4.325052325,3.12E-05,0.000689346,Downregulated
SL1484,conserved hypothetical protein,31.60473725,57.51166393,14.33345279,0.249226884,-2.004468395,0.010191288,0.0782571,Downregulated
SL1506,putative regulatory protein,21.757548,47.31790078,4.717312818,0.099694043,-3.326348893,2.13E-06,7.21E-05,Downregulated
SL1520,putative NADP-dependent oxidoreductase,65.81692201,111.5247938,35.3450075,0.31692511,-1.657786127,0.008510281,0.068745796,Downregulated
SL1523,conserved hypothetical protein,31.71909882,66.14362245,8.769416393,0.132581435,-2.91504932,8.19E-05,0.001541045,Downregulated
SL1528,putative aldehyde dehydrogenase,192.8191073,60.44077128,281.0713313,4.65035977,2.217342333,0.009792826,0.076092588,Upregulated
SL1529,putative regulatory protein,164.5342941,35.17799529,250.7718266,7.128655983,2.833630101,0.013198329,0.094873892,Upregulated
SL1537,putative lipoprotein,72.25318817,146.5754676,22.70500188,0.154903152,-2.690561598,1.43E-06,5.15E-05,Downregulated
SL1563,putative periplasmic amino acid-binding protein,139.999842,20.70237836,219.5314844,10.60416734,3.406559437,0.009525612,0.074370016,Upregulated
SL1565,ABC transporter ATP-binding subunit,26.69055843,10.56955391,37.43789477,3.5420506,1.824584822,9.80E-05,0.001772456,Upregulated
SL1568,possible methyltransferase,102.5563868,211.0485852,30.22825458,0.14322889,-2.803605574,7.46E-07,2.92E-05,Downregulated
SL1573,hypothetical protein,8.630780241,18.4376197,2.092887271,0.113511793,-3.139085904,0.010157763,0.078183634,Downregulated
SL1582,conserved hypothetical protein,550.1220709,1300.114202,50.12731657,0.038556087,-4.69689754,2.61E-26,2.13E-23,Downregulated
SL1583,putative multidrug transporter,128.7097471,305.2804058,10.99597463,0.036019261,-4.795087606,2.08E-09,1.74E-07,Downregulated
SL1584,putative integrase/transposase (remnant),45.27740776,103.7755267,6.278661812,0.060502336,-4.046865337,0.006461139,0.055562391,Downregulated
SL1585,conserved hypothetical protein,64.01841288,115.8473535,29.4657858,0.254350099,-1.975112441,0.003781461,0.035259425,Downregulated
SL1589,conserved hypothetical protein,35.00391067,57.46303644,20.03116016,0.348592093,-1.520388248,0.000515032,0.007316831,Downregulated
SL1592,conserved hypothetical protein,315.7561624,593.0170155,130.9155937,0.220761952,-2.17943655,2.26E-06,7.57E-05,Downregulated
SL1593,putative membrane protein,45.14344014,89.88782933,15.31384734,0.170366194,-2.553289009,0.000987321,0.012142977,Downregulated
SL1594,putative membrane protein,47.42828289,93.05976547,17.00729451,0.182756688,-2.452003893,0.000385664,0.005740464,Downregulated
SL1610,conserved hypothetical protein,83.9497945,38.26226967,114.4081444,2.990103446,1.580195397,1.18E-06,4.30E-05,Upregulated
SL1628,hypothetical protein,532.1578973,38.83400162,861.0404944,22.17233503,4.470688807,0.000583569,0.008091349,Upregulated
SL1636,putative regulatory protein,64.97980115,138.6814244,15.84538562,0.114257448,-3.129639885,7.53E-05,0.001429473,Downregulated
SL1640,conserved hypothetical protein,24.12874324,54.04319629,4.185774541,0.077452387,-3.690546492,0.007120788,0.060596325,Downregulated
SL1652,conserved hypothetical protein,37.45917221,67.53782859,17.40673461,0.25773311,-1.956050208,8.98E-06,0.000247382,Downregulated
SL1663,putative outer membrane protein,137.1675479,336.640208,4.185774541,0.012433971,-6.329569085,1.31E-18,5.65E-16,Downregulated
SL1672,possible ion transport protein,16.62038821,30.46423871,7.391154533,0.242617405,-2.043245046,0.003680838,0.034468906,Downregulated
SL1686,Hypothetical UPF0225 protein.,43.45597345,98.42463349,6.810200089,0.069192029,-3.853250344,6.34E-05,0.001232166,Downregulated
SL1713,conserved hypothetical protein,69.04239071,123.3269566,32.85268013,0.266386855,-1.9084052,0.002642915,0.026680034,Downregulated
SL1726,conserved hypothetical protein,37.0506647,83.01052177,6.410759984,0.077228282,-3.694726912,4.43E-06,0.00013773,Downregulated
SL1732,conserved hypothetical protein,322.416783,634.2838516,114.5054039,0.180527068,-2.469712927,1.94E-06,6.72E-05,Downregulated
SL1741,conserved hypothetical protein,46.29446899,101.9828877,9.168856498,0.089905833,-3.475441467,0.006483495,0.055618932,Downregulated
SL1752,hypothetical protein,29.68457169,62.32739,7.92269281,0.127114144,-2.97580353,0.005555626,0.048870046,Downregulated
SL1783,hypothetical protein,133.4583468,4.924486473,219.147587,44.50161214,5.475785696,0.000585531,0.008096957,Upregulated
SL1939,predicted bacteriophage protein,12.64054568,2.35193137,19.49962188,8.290897486,3.051528281,1.80E-05,0.000441666,Upregulated
SL1941,bacteriophage tail sheath protein,18.93635434,7.678005622,26.44192014,3.443852668,1.784023424,0.00301697,0.029434626,Upregulated
SL1972,putative bacteriophage protein,11.51369071,2.475977596,17.53883279,7.083599146,2.824482574,0.001437497,0.016431771,Upregulated
SL1988,conserved hypothetical protein,72.3503443,170.2619069,7.075969227,0.041559321,-4.588684109,0.00093728,0.011668771,Downregulated
SL2115,putative membrane protein,86.9098299,40.10687952,118.1117968,2.944926113,1.558231438,0.003500686,0.032971107,Upregulated
SL2211,predicted bacteriophage protein,54.08242382,5.00194571,86.80274256,17.35379542,4.117179322,0.01383538,0.097836971,Upregulated
SL2256,conserved hypothetical protein,529.0501225,151.2500778,780.9168189,5.163083752,2.368233001,0.000199838,0.00326086,Upregulated
SL2269,conserved hypothetical protein,51.79840554,11.02769071,78.97888209,7.161869531,2.840336237,0.001489047,0.016961622,Upregulated
SL2283,putative receptor/regulator protein,129.8196007,311.991678,8.371549083,0.026832604,-5.219869132,1.07E-17,3.51E-15,Downregulated
SL2300,putative aminotransferase,144.7167935,258.0966254,69.13023881,0.267846349,-1.900522464,0.004154238,0.038243595,Downregulated
SL2305,conserved hypothetical protein,48.46372974,87.89912896,22.1734636,0.252260334,-1.987014725,0.013992127,0.098518461,Downregulated
SL2309,putative transketolase C-terminal section,21.56280897,4.427495779,32.9863511,7.450340495,2.897306361,0.008211948,0.067167151,Upregulated
SL2312,putative sugar phosphotransferase component II B,28.58249632,5.881405912,43.71655659,7.433011297,2.893946801,3.29E-10,3.40E-08,Upregulated
SL2373,putative decarboxylase,19.04356348,34.85343783,8.503647254,0.243983027,-2.035147308,0.000888034,0.011195398,Downregulated
SL2409,conserved hypothetical protein,41.49101928,74.47811536,19.49962188,0.261816801,-1.933370418,0.010901524,0.082354455,Downregulated
SL2430,putative cobalamin adenosyltransferase,17.40651026,2.382803618,27.42231469,11.50842415,3.524618393,2.54E-08,1.61E-06,Upregulated
SL2431,putative ethanolamine utilization protein EutQ,31.82277129,1.42476971,52.08810567,36.55896479,5.192153314,0.000389532,0.005778352,Upregulated
SL2432,putative ethanolamine utilization protein EutP,10.90357152,0.948320434,17.54040558,18.4962856,4.209163675,3.85E-08,2.20E-06,Upregulated
SL2457,putative exported protein,97.54896781,200.6691955,28.80214935,0.143530497,-2.800570786,1.70E-05,0.000422027,Downregulated
SL2467,hypothetical protein,197.0608312,405.2501753,58.26793515,0.143782628,-2.798038718,0.008041175,0.066101699,Downregulated
SL2468,conserved hypothetical inner membrane protein,204.3201358,405.8348959,69.97696239,0.17242717,-2.535940976,0.001533055,0.017371963,Downregulated
SL2507,putative RNA methyltransferase,217.9289157,496.4123416,32.27329848,0.065013086,-3.943126043,2.33E-11,3.04E-09,Downregulated
SL2535,putative oxidoreductase,9.659315616,19.34021905,3.205379992,0.165736488,-2.593036834,0.007153737,0.060797454,Downregulated
SL2537,putative transcriptional regulator,51.92237763,99.75920383,20.03116016,0.200795109,-2.31620397,0.009107879,0.072037735,Downregulated
SL2548,predicted bacteriophage protein,10.30944321,2.005529586,15.84538562,7.900848597,2.982007616,0.000461963,0.006685653,Upregulated
SL2594,predicted bacteriophage protein,1289.538909,2982.17904,161.1121552,0.054024977,-4.210229626,1.63E-47,3.55E-44,Downregulated
SL2623,putative lipoprotein,73.45914461,137.9044668,30.49559651,0.221135669,-2.176996345,0.00050492,0.00721831,Downregulated
SL2644,predicted bacteriophage protein,261.9284192,612.0164777,28.53638021,0.046626817,-4.422696248,0.000410371,0.006032634,Downregulated
SL2659,conserved hypothetical protein,106.6330295,240.4724718,17.40673461,0.07238556,-3.788154256,1.65E-07,7.94E-06,Downregulated
SL2695,putative competence protein,39.22159031,91.77531396,4.185774541,0.045608937,-4.454539634,1.85E-05,0.000449595,Downregulated
SL2696,predicted bacteriophage protein,61.50111058,130.7820054,15.31384734,0.117094453,-3.094255365,0.00333173,0.031885924,Downregulated
SL2715,hypothetical protein,98.23342145,238.5075844,4.717312818,0.01977846,-5.65992606,1.04E-06,3.90E-05,Downregulated
SL2732,putative transcriptional regulator,20.34110323,47.71342717,2.092887271,0.043863696,-4.510828805,0.000664098,0.008937253,Downregulated
SL2738,putative hexulose 6 phosphate synthase,80.96114222,186.5080538,10.59653453,0.056815426,-4.1375735,1.31E-09,1.16E-07,Downregulated
SL2752,putative DNA/RNA helicase,107.5984006,190.863843,52.08810567,0.272907141,-1.873517951,0.001067779,0.012906283,Downregulated
SL2763,exported protein,1047.910165,174.783675,1629.994492,9.325782238,3.221224742,3.22E-07,1.39E-05,Upregulated
SL2772,putative membrane protein,21.40694323,36.82524887,11.1280728,0.30218595,-1.726491512,0.003023269,0.029452059,Downregulated
SL2784,putative membrane protein,197.5719727,484.3137917,6.410759984,0.01323679,-6.239302881,1.79E-09,1.52E-07,Downregulated
SL2804,putative membrane protein,15.61999069,32.77131492,4.185774541,0.12772678,-2.96886705,0.001114632,0.013348998,Downregulated
SL2898,DeoR-family trancriptional regulator,14.15831332,28.31981407,4.717312818,0.166572874,-2.585774616,0.001663671,0.018404715,Downregulated
SL2929,SL2929,15.36675086,32.13821534,4.185774541,0.130242905,-2.940723307,0.000832486,0.010738407,Downregulated
SL2944,conserved hypothetical protein,27.76134689,13.0483778,37.56999295,2.879284576,1.525710386,0.002403236,0.024858825,Upregulated
SL2966,putative membrane protein,31.24862385,71.8428978,4.185774541,0.058262886,-4.101279032,0.010727727,0.081323899,Downregulated
SL2990,possible regulatory protein,29.39397405,60.92761151,8.371549083,0.137401564,-2.863529674,7.95E-07,3.05E-05,Downregulated
SL3000,probable amino acid transport protein,23.69987963,54.44162909,3.205379992,0.058877371,-4.086142937,0.001312525,0.015243505,Downregulated
SL3011,hypothetical protein (assiciated with virulence),61.38483032,119.8032267,22.43923274,0.187300738,-2.416571513,0.000234138,0.003691352,Downregulated
SL3012,hypothetical protein (assiciated with virulence),70.32153999,138.2083626,25.06365829,0.181346901,-2.463176001,0.000182146,0.003025114,Downregulated
SL3026,conserved hypothetical protein,35.17603769,67.50949396,13.62040018,0.201755329,-2.309321313,0.007728577,0.064531478,Downregulated
SL3035,conserved hypothetical protein,39.30834768,69.02143638,19.49962188,0.282515446,-1.823598349,0.012905811,0.093299716,Downregulated
SL3069,conserved hypothetical protein,24.62850888,51.95513223,6.410759984,0.123390312,-3.018698968,0.001373712,0.015869417,Downregulated
SL3092,putative hydrolase,1970.324446,37.1547012,3259.104276,87.71714399,6.454786935,2.75E-17,8.54E-15,Upregulated
SL3093,conserved hypothetical protein,924.9480625,13.39849179,1532.647776,114.3895746,6.837811761,1.19E-14,2.50E-12,Upregulated
SL3096,arylsulfatase,40.26544389,89.57687792,7.391154533,0.082511857,-3.599254741,5.20E-05,0.00103561,Downregulated
SL3101,conserved hypothetical protein,13.02738132,4.789612304,18.51922733,3.866539953,1.951043121,0.008459811,0.068592781,Upregulated
SL3107,possible hydrolase,149.97639,19.28324111,237.1051559,12.29591823,3.62010757,0.014133566,0.099193316,Upregulated
SL3137,probable AraC-family trancriptional regulatory protein,49.34424223,108.9363956,9.616139976,0.088272977,-3.501884332,5.12E-07,2.11E-05,Downregulated
SL3141,conserved hypothetical protein,49.21620916,102.8104291,13.48672921,0.131180556,-2.930374204,0.000122864,0.002161541,Downregulated
SL3150,possible exported protein,23.06444136,39.49840237,12.10846735,0.306555876,-1.705778035,0.003223764,0.030943393,Downregulated
SL3198,probable membrane transport protein,85.57398477,167.9934199,30.62769469,0.182314847,-2.455496039,1.71E-05,0.000423465,Downregulated
SL3199,putative membrane protein,97.90399608,173.5056537,47.50289102,0.273782958,-1.86889545,4.90E-05,0.000986651,Downregulated
SL3205,conserved hypothetical protein,40.39716043,78.02213006,15.31384734,0.196275689,-2.349046605,0.004318724,0.039534797,Downregulated
SL3207,possible LysR-family transcriptional regulator,19.48660287,41.64053795,4.717312818,0.113286548,-3.141951529,0.003347758,0.031899003,Downregulated
SL3220,conserved hypothetical protein,34.8189029,15.86704497,47.45347486,2.990693915,1.580480264,9.63E-05,0.001746432,Upregulated
SL3225,putative transcriptional repressor,59.4071003,117.9982326,20.34634547,0.172429239,-2.535923659,0.010261281,0.078517449,Downregulated
SL3245,putative acetyltransferase,69.3831048,137.13236,24.2169347,0.176595332,-2.501480883,0.000574786,0.007999203,Downregulated
SL3246,conserved hypothetical protein,25.86329861,56.71084563,5.298267263,0.093425996,-3.420032144,0.009742116,0.075788786,Downregulated
SL3247,putative protease,54.10677682,112.296171,15.31384734,0.136370165,-2.874400051,0.000112522,0.00199573,Downregulated
SL3261,conserved hypothetical protein,47.08138212,85.31469156,21.59250916,0.253092507,-1.9822633,5.46E-07,2.23E-05,Downregulated
SL3270,conserved hypothetical protein,67.67494724,121.7752342,31.60808924,0.259560899,-1.945855029,0.007747059,0.064531478,Downregulated
SL3297,conserved hypothetical protein,58.65789187,141.8366597,3.205379992,0.022599094,-5.46759126,2.39E-07,1.09E-05,Downregulated
SL3329,LysR-family transcriptional regulator,20.84611475,39.35981599,8.503647254,0.216048959,-2.210569818,0.000515664,0.007316831,Downregulated
SL3333,conserved hypothetical protein,38.15173022,78.68721635,11.1280728,0.14142161,-2.821925509,0.000695373,0.009206288,Downregulated
SL3351,putative membrane protein,10.5056522,21.45606051,3.205379992,0.149392755,-2.74281791,0.0034694,0.032917502,Downregulated
SL3372,conserved hypothetical protein,68.73596417,123.3581976,32.32114185,0.26201049,-1.93230352,0.000888101,0.011195398,Downregulated
SL3378,conserved hypothetical protein,86.39482903,175.7250322,26.84136025,0.152746367,-2.710790029,0.010147435,0.078183634,Downregulated
SL3478,conserved hypothetical protein,148.9633197,267.2946072,70.07579473,0.262166886,-1.931442625,0.000103135,0.001849341,Downregulated
SL3483,conserved hypothetical protein,36.04808704,83.04424838,4.717312818,0.056804811,-4.137843073,0.000416553,0.006109756,Downregulated
SL3484,conserved hypothetical protein (homologue of DnaJ: DNA damage inducible protein),44.40892907,78.43541169,21.72460733,0.276974479,-1.852175043,0.011026329,0.083009054,Downregulated
SL3499,putative dihydrodipicolinate synthetase,34.35495656,76.27125142,6.410759984,0.084052115,-3.57257207,0.000136998,0.002369272,Downregulated
SL3518,hypothetical protein,210.7359728,444.171975,55.11197132,0.124078002,-3.010680732,0.002314238,0.024168049,Downregulated
SL3542,methyl-accepting chemotaxis citrate transducer,59.69934699,114.1212857,23.41805449,0.205203213,-2.284874775,5.56E-05,0.001095686,Downregulated
SL3548,conserved hypothetical protein,24.81485684,52.42100212,6.410759984,0.122293732,-3.031577633,0.001341902,0.015557002,Downregulated
SL3550,putative ABC-2 type superfamily transport protein,10.18886067,20.66408169,3.205379992,0.155118434,-2.688557951,0.004592799,0.041634999,Downregulated
SL3557,putative PTR2 family transport protein,44.77043913,107.1180278,3.205379992,0.029923814,-5.062562098,2.79E-06,9.12E-05,Downregulated
SL3561,conserved hypothetical protein,40.00217361,80.37214117,13.0888619,0.162853219,-2.618355859,3.45E-08,2.01E-06,Downregulated
SL3563,L-asparginase,23.07461933,48.07040834,6.410759984,0.133361879,-2.906581758,0.001142904,0.013563148,Downregulated
SL3586,conserved hypothetical protein,31.8694252,72.99624747,4.45154368,0.060983185,-4.035444684,0.002357257,0.024501017,Downregulated
SL3607,putative lipoprotein,47.59461159,86.39961799,21.72460733,0.251443326,-1.991694833,1.01E-07,4.98E-06,Downregulated
SL3617,putative acetyltransferase,56.67006945,100.5417016,27.42231469,0.272745679,-1.874371753,0.013450917,0.095959337,Downregulated
SL3653,hypothetical protein,71.77711704,169.8266526,6.410759984,0.037748845,-4.727423687,2.69E-08,1.66E-06,Downregulated
SL3673A,putative inner membrane protein (fragment),6.297674563,1.592247953,9.434625636,5.925349517,2.566900256,0.009357775,0.073235253,Upregulated
SL3724,putative exported protein,27.23511407,63.27971518,3.205379992,0.050654147,-4.303175805,0.013356824,0.095548203,Downregulated
SL3743,conserved hypothetical protein,46.6045979,111.7034248,3.205379992,0.02869545,-5.123034213,0.000437355,0.006357723,Downregulated
SL3750,"putative phosphoenolpyruvate-dependent sugar phosphotransferase system, eiia 2",37.29416329,86.15943899,4.717312818,0.05475097,-4.190971678,0.000170452,0.002859999,Downregulated
SL3751,putative GntR-family transcriptional regulator,145.8215045,304.4602808,40.06232032,0.131584718,-2.925936143,2.07E-05,0.000492887,Downregulated
SL3808,conserved hypothetical protein,42.11281823,71.89782717,22.2561456,0.309552409,-1.691744408,0.008548792,0.06897153,Downregulated
SL3812,hypothetical protein,270.8391699,629.0125066,32.05694551,0.050963924,-4.29437983,2.22E-05,0.000519452,Downregulated
SL3857,hypothetical 20.8 kDa protein in rbsr-rrsc intergenic region,23.15830753,49.94836793,5.298267263,0.106074883,-3.236845013,0.012456664,0.090741793,Downregulated
SL3858,possible LysR-family transcriptional regulatory protein,38.53038457,79.43334577,11.26174377,0.141776022,-2.81831454,0.001705518,0.0187406,Downregulated
SL3882,glucose-1-phosphate thymidylyltransferase,10.14439962,2.390228032,15.31384734,6.406856223,2.679616615,0.001746848,0.019130328,Upregulated
SL3948,ATP/GTP-binding protein,31.12387593,63.58362712,9.484041804,0.149158553,-2.74508139,8.79E-05,0.001625488,Downregulated
SL3980,putative DNA-binding protein,23.59762156,54.18598391,3.205379992,0.05915515,-4.079352422,0.000586846,0.008097973,Downregulated
SL3993,alcohol dehydrogenase,28.73190178,62.21361448,6.410759984,0.103044326,-3.278663025,0.002499704,0.025653408,Downregulated
SL4006,hypothetical protein,12.9172569,5.583880177,17.80617472,3.188853298,1.673037729,0.005198719,0.046292003,Upregulated
